day,daily_risk_adj
123,0.000103700516351119
124,0.000103700516351119
125,0.000103700516351119
126,0.000103700516351119
127,0.000103700516351119
128,0.000133321858864028
129,0.000133321858864028
130,0.000133321858864028
131,0.000133321858864028
132,0.000133321858864028
133,0.000133321858864028
134,0.000133321858864028
135,0.000139281411359725
136,0.000139281411359725
137,0.000139281411359725
138,0.000139281411359725
139,0.000139281411359725
140,0.000139281411359725
141,0.000139281411359725
142,0.000137827022375215
143,0.000137827022375215
144,0.000137827022375215
145,0.000137827022375215
146,0.000137827022375215
147,0.000137827022375215
148,0.000137827022375215
149,0.00013617900172117
150,0.00013617900172117
151,0.00013617900172117
152,0.00013617900172117
153,0.00013617900172117
154,0.00013617900172117
155,0.00013617900172117
156,0.000133696213425129
157,0.000133696213425129
158,0.000133696213425129
159,0.000133696213425129
160,0.000133696213425129
161,0.000133696213425129
162,0.000133696213425129
163,0.000129298623063683
164,0.000129298623063683
165,0.000129298623063683
166,0.000129298623063683
167,0.000129298623063683
168,0.000129298623063683
169,0.000129298623063683
170,0.000134784853700516
171,0.000134784853700516
172,0.000134784853700516
173,0.000134784853700516
174,0.000134784853700516
175,0.000134784853700516
176,0.000134784853700516
177,0.000144186746987952
178,0.000144186746987952
179,0.000144186746987952
180,0.000144186746987952
181,0.000144186746987952
182,0.000144186746987952
183,0.000144186746987952
184,0.000153756454388985
185,0.000153756454388985
186,0.000153756454388985
187,0.000153756454388985
188,0.000153756454388985
189,0.000153756454388985
190,0.000153756454388985
191,0.000166695352839931
192,0.000166695352839931
193,0.000166695352839931
194,0.000166695352839931
195,0.000166695352839931
196,0.000166695352839931
197,0.000166695352839931
198,0.00017328313253012
199,0.00017328313253012
200,0.00017328313253012
201,0.00017328313253012
202,0.00017328313253012
203,0.00017328313253012
204,0.00017328313253012
205,0.000159246987951807
206,0.000159246987951807
207,0.000159246987951807
208,0.000159246987951807
209,0.000159246987951807
210,0.000159246987951807
211,0.000159246987951807
212,0.000147095524956971
213,0.000147095524956971
214,0.000147095524956971
215,0.000147095524956971
216,0.000147095524956971
217,0.000147095524956971
218,0.000147095524956971
219,0.000131290877796902
220,0.000131290877796902
221,0.000131290877796902
222,0.000131290877796902
223,0.000131290877796902
224,0.000131290877796902
225,0.000131290877796902
226,0.000121170395869191
227,0.000121170395869191
228,0.000121170395869191
229,0.000121170395869191
230,0.000121170395869191
231,0.000121170395869191
232,0.000121170395869191
233,0.000118111015490534
234,0.000118111015490534
235,0.000118111015490534
236,0.000118111015490534
237,0.000118111015490534
238,0.000118111015490534
239,0.000118111015490534
240,0.000108076592082616
241,0.000108076592082616
242,0.000108076592082616
243,0.000108076592082616
244,0.000108076592082616
245,0.000108076592082616
246,0.000108076592082616
247,0.0000915705679862307
248,0.0000915705679862307
249,0.0000915705679862307
250,0.0000915705679862307
251,0.0000915705679862307
252,0.0000915705679862307
253,0.0000915705679862307
254,0.0000813898450946644
255,0.0000813898450946644
256,0.0000813898450946644
257,0.0000813898450946644
258,0.0000813898450946644
259,0.0000813898450946644
260,0.0000813898450946644
261,0.0000779087779690189
262,0.0000779087779690189
263,0.0000779087779690189
264,0.0000779087779690189
265,0.0000779087779690189
266,0.0000779087779690189
267,0.0000779087779690189
268,0.000060933734939759
269,0.000060933734939759
270,0.000060933734939759
271,0.000060933734939759
272,0.000060933734939759
273,0.000060933734939759
274,0.000060933734939759
275,0.000057289156626506
276,0.000057289156626506
277,0.000057289156626506
278,0.000057289156626506
279,0.000057289156626506
280,0.000057289156626506
281,0.000057289156626506
282,0.0000595783132530121
283,0.0000595783132530121
284,0.0000595783132530121
285,0.0000595783132530121
286,0.0000595783132530121
287,0.0000595783132530121
288,0.0000595783132530121
289,0.0000584466437177281
290,0.0000584466437177281
291,0.0000584466437177281
292,0.0000584466437177281
293,0.0000584466437177281
294,0.0000584466437177281
295,0.0000584466437177281
296,0.0000611144578313253
297,0.0000611144578313253
298,0.0000611144578313253
299,0.0000611144578313253
300,0.0000611144578313253
301,0.0000611144578313253
302,0.0000611144578313253
303,0.0000640017211703959
304,0.0000640017211703959
305,0.0000640017211703959
306,0.0000640017211703959
307,0.0000640017211703959
308,0.0000640017211703959
309,0.0000640017211703959
310,0.0000613339070567986
311,0.0000613339070567986
312,0.0000613339070567986
313,0.0000613339070567986
314,0.0000613339070567986
315,0.0000613339070567986
316,0.0000613339070567986
317,0.0000648623063683305
318,0.0000648623063683305
319,0.0000648623063683305
320,0.0000648623063683305
321,0.0000648623063683305
322,0.0000648623063683305
323,0.0000648623063683305
324,0.0000669965576592083
325,0.0000669965576592083
326,0.0000669965576592083
327,0.0000669965576592083
328,0.0000669965576592083
329,0.0000669965576592083
330,0.0000669965576592083
331,0.0000919535283993115
332,0.0000919535283993115
333,0.0000919535283993115
334,0.0000919535283993115
335,0.0000919535283993115
336,0.0000919535283993115
337,0.0000919535283993115
338,0.0000891652323580034
339,0.0000891652323580034
340,0.0000891652323580034
341,0.0000891652323580034
342,0.0000891652323580034
343,0.0000891652323580034
344,0.0000891652323580034
345,0.0000933562822719449
346,0.0000933562822719449
347,0.0000933562822719449
348,0.0000933562822719449
349,0.0000933562822719449
350,0.0000933562822719449
351,0.0000933562822719449
352,0.0000830077452667814
353,0.0000830077452667814
354,0.0000830077452667814
355,0.0000830077452667814
356,0.0000830077452667814
357,0.0000830077452667814
358,0.0000830077452667814
359,0.0000812349397590362
360,0.0000812349397590362
361,0.0000812349397590362
362,0.0000812349397590362
363,0.0000812349397590362
364,0.0000812349397590362
365,0.0000812349397590362
